d0,theta10,theta20,d_final,theta1_final,theta2_final,F_d,F_theta1,F_theta2
1.0,1.2566370614359172,-3.141592653589793,1.3319947,2.7021859,0.04523754,-0.68571764,-0.3298909,0.89551574
1.0,1.2566370614359172,-2.5132741228718345,1.4240758,-0.16953373,-2.272893,-0.0003162113,0.0005191924,0.00047420297
1.0,1.2566370614359172,-1.8849555921538759,1.3190788,2.696296,0.063667774,-0.5082884,-0.1801128,0.9835481
1.0,1.2566370614359172,-1.2566370614359172,1.4241226,-0.16952658,-2.2729223,-0.00037173965,0.0005038844,0.0005463015
1.0,1.2566370614359172,-0.6283185307179586,1.4241121,-0.16952538,-2.2729142,-0.00038751122,0.00047498583,0.0005312326
1.0,1.2566370614359172,0.0,1.4715683,0.30723166,-2.384873,0.24510339,0.43253627,-0.43805262
1.0,1.2566370614359172,0.6283185307179586,1.4240898,-0.16953278,-2.2729027,-0.0003000178,0.0005364558,0.00051024853
1.0,1.2566370614359172,1.2566370614359172,1.5699774,-3.1259449,0.030108213,-0.02434091,-0.42391628,-0.56020266
1.0,1.2566370614359172,1.8849555921538759,1.4499896,0.17973018,-2.5366256,-0.043263387,-0.28598234,0.8490705
1.0,1.2566370614359172,2.5132741228718345,1.4240837,-0.16953254,-2.2728982,-0.00033233437,0.00050175353,0.0004910806
1.0,1.8849555921538759,-3.141592653589793,1.5751925,-3.129289,0.10112834,-0.04761889,0.45662716,-0.8865525
1.0,1.8849555921538759,-2.5132741228718345,1.4240723,-0.16952753,-2.2728887,-0.00031190485,0.0005050502,0.00051178393
1.0,1.8849555921538759,-1.8849555921538759,1.4027151,2.8036397,0.24854445,1.3867345,1.4955369,0.59440273
1.0,1.8849555921538759,-1.2566370614359172,1.4240984,-0.16953397,-2.2729094,-0.00033604234,0.0005737413,0.0005211657
1.0,1.8849555921538759,-0.6283185307179586,1.3077195,2.7032893,0.1420052,0.35431468,0.49128774,1.1622382
1.0,1.8849555921538759,0.0,1.3057456,2.6999176,0.13223529,0.24383855,0.40689188,1.1575706
1.0,1.8849555921538759,0.6283185307179586,1.5694412,3.120065,-0.0008108616,0.0018278895,-0.8326417,-0.4258006
1.0,1.8849555921538759,1.2566370614359172,1.5750707,3.1275856,0.13711786,0.044122625,0.8745752,-1.0382367
1.0,1.8849555921538759,1.8849555921538759,1.4241011,-0.1695354,-2.2729115,-0.0003356447,0.0005480733,0.0004993344
1.0,1.8849555921538759,2.5132741228718345,1.5608774,2.9887645,-0.03838563,-0.24072224,-1.2465181,-0.15858561
1.0,2.5132741228718345,-3.141592653589793,1.4236288,-0.16938353,-2.2725043,-0.00060105446,-5.7951884e-06,0.0003654398
1.0,2.5132741228718345,-2.5132741228718345,1.500224,0.27697468,-2.378553,0.08773089,0.2399894,-0.13471039
